Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Month,Year
ORD00089,2023-06-16,Customer_5186,Home Office,East,Odisha,Office Supplies,Pen,3570.09,3,0.2,373.06,June,2023
ORD00090,2025-01-23,Customer_4709,Corporate,East,Odisha,Office Supplies,File,1318.75,3,0.1,123.2,January,2025
ORD00091,2023-01-01,Customer_7530,Consumer,West,Rajasthan,Office Supplies,Notebook,375.89,8,0.2,81.08,January,2023
ORD00092,2025-04-03,Customer_1928,Home Office,West,Madhya Pradesh,Office Supplies,Notebook,2958.51,9,0.15,270.49,April,2025
ORD00093,2024-11-02,Customer_7316,Corporate,East,Assam,Office Supplies,Pen,1195.62,6,0.05,51.46,November,2024
ORD00094,2023-08-17,Customer_7190,Home Office,East,Bihar,Furniture,Bookshelf,311.48,5,0.2,80.44,August,2023
ORD00095,2023-09-16,Customer_3703,Home Office,East,Assam,Furniture,Desk,3184.05,1,0.2,586.6,September,2023
ORD00096,2024-01-08,Customer_7819,Home Office,South,Telangana,Office Supplies,Notebook,3711.79,8,0.15,173.3,January,2024
ORD00097,2023-02-10,Customer_5835,Corporate,North,Haryana,Office Supplies,Marker,2372.12,2,0.15,93.54,February,2023
ORD00098,2024-12-24,Customer_3779,Consumer,North,Punjab,Office Supplies,Stapler,4932.43,6,0.0,591.6,December,2024
ORD00099,2025-06-01,Customer_1255,Consumer,South,Karnataka,Technology,Laptop,1427.69,3,0.2,349.97,June,2025
ORD00100,2025-03-08,Customer_8409,Home Office,West,Maharashtra,Furniture,Desk,2947.7,9,0.05,178.89,March,2025
ORD00101,2023-05-26,Customer_9415,Consumer,South,Telangana,Furniture,Desk,2802.78,5,0.0,685.0,May,2023
ORD00102,2025-05-03,Customer_7970,Consumer,South,Tamil Nadu,Technology,Monitor,4927.9,5,0.05,666.36,May,2025
ORD00103,2024-05-25,Customer_1384,Consumer,South,Telangana,Technology,Printer,4226.38,1,0.05,207.96,May,2024
ORD00104,2025-05-12,Customer_6989,Home Office,North,Uttar Pradesh,Technology,Monitor,166.99,7,0.15,37.28,May,2025
ORD00105,2024-12-14,Customer_5178,Corporate,East,Assam,Office Supplies,Marker,4574.51,7,0.2,876.16,December,2024
ORD00106,2024-12-17,Customer_8939,Corporate,West,Gujarat,Office Supplies,File,1312.01,9,0.0,378.53,December,2024
ORD00107,2023-03-13,Customer_1249,Home Office,East,Bihar,Office Supplies,Stapler,1220.35,1,0.05,158.08,March,2023
ORD00108,2023-09-25,Customer_2077,Consumer,West,Gujarat,Furniture,Desk,2649.51,6,0.1,424.03,September,2023
ORD00109,2023-10-30,Customer_2252,Corporate,East,Bihar,Furniture,Sofa,4843.07,9,0.0,404.41,October,2023
ORD00110,2024-02-26,Customer_7881,Corporate,North,Punjab,Technology,Mouse,3139.52,2,0.1,261.34,February,2024
ORD00111,2025-05-08,Customer_2331,Corporate,South,Karnataka,Technology,Monitor,1817.88,2,0.05,250.98,May,2025
ORD00112,2023-04-16,Customer_8730,Consumer,East,Assam,Furniture,Chair,2782.49,1,0.15,262.92,April,2023
ORD00113,2023-11-26,Customer_3832,Home Office,West,Madhya Pradesh,Office Supplies,Pen,3518.45,4,0.05,955.78,November,2023
ORD00114,2023-02-22,Customer_6569,Corporate,West,Madhya Pradesh,Technology,Keyboard,1365.4,8,0.2,348.19,February,2023
ORD00115,2025-04-27,Customer_7238,Home Office,West,Madhya Pradesh,Office Supplies,Marker,1710.88,3,0.0,282.35,April,2025
ORD00116,2024-11-26,Customer_9472,Corporate,South,Telangana,Technology,Keyboard,2061.47,8,0.15,134.96,November,2024
ORD00117,2023-03-02,Customer_7777,Home Office,West,Maharashtra,Furniture,Sofa,4494.26,3,0.1,884.87,March,2023
ORD00118,2024-11-12,Customer_4900,Home Office,West,Gujarat,Furniture,Table,1196.86,5,0.2,115.22,November,2024
ORD00119,2024-06-07,Customer_3393,Home Office,North,Uttar Pradesh,Office Supplies,Marker,255.84,6,0.0,46.97,June,2024
ORD00120,2023-03-14,Customer_7937,Consumer,North,Delhi,Office Supplies,File,4481.66,1,0.05,952.8,March,2023
ORD00121,2024-07-26,Customer_5432,Corporate,West,Gujarat,Technology,Keyboard,4017.11,9,0.1,1045.32,July,2024
ORD00122,2024-11-22,Customer_1302,Corporate,East,Bihar,Furniture,Sofa,1456.7,1,0.0,290.35,November,2024
ORD00123,2023-03-19,Customer_1364,Consumer,West,Rajasthan,Furniture,Sofa,1915.31,6,0.05,440.5,March,2023
ORD00124,2024-09-14,Customer_1918,Consumer,West,Maharashtra,Office Supplies,Marker,405.47,8,0.1,84.47,September,2024
ORD00125,2025-06-01,Customer_4086,Home Office,East,Bihar,Office Supplies,Pen,2607.22,2,0.05,335.12,June,2025
ORD00126,2023-02-08,Customer_2976,Consumer,North,Delhi,Technology,Mouse,613.86,7,0.2,34.11,February,2023
ORD00127,2024-06-20,Customer_7288,Home Office,South,Karnataka,Technology,Monitor,4219.48,6,0.05,733.49,June,2024
ORD00128,2023-08-21,Customer_7371,Corporate,North,Punjab,Furniture,Sofa,1780.34,9,0.15,193.66,August,2023
ORD00129,2024-07-07,Customer_3472,Consumer,South,Tamil Nadu,Technology,Keyboard,2731.82,2,0.0,522.09,July,2024
ORD00130,2024-03-18,Customer_1876,Corporate,North,Haryana,Office Supplies,File,1753.49,4,0.05,336.48,March,2024
ORD00131,2023-10-04,Customer_2733,Consumer,South,Tamil Nadu,Office Supplies,Notebook,1718.71,9,0.0,89.17,October,2023
ORD00132,2023-12-16,Customer_4735,Corporate,East,West Bengal,Office Supplies,Pen,1890.25,4,0.1,98.24,December,2023
ORD00133,2023-02-09,Customer_5324,Home Office,West,Rajasthan,Technology,Printer,4494.15,7,0.1,724.13,February,2023
ORD00134,2023-03-16,Customer_9195,Consumer,East,West Bengal,Furniture,Desk,4913.66,6,0.05,904.11,March,2023
ORD00135,2024-07-27,Customer_6560,Home Office,West,Rajasthan,Office Supplies,File,125.97,6,0.0,21.75,July,2024
ORD00136,2023-10-27,Customer_7469,Home Office,South,Telangana,Technology,Printer,3620.44,8,0.05,398.23,October,2023
ORD00137,2024-06-15,Customer_5208,Home Office,East,Assam,Furniture,Desk,4843.17,4,0.1,386.86,June,2024
ORD00138,2024-07-03,Customer_2828,Corporate,East,Odisha,Technology,Laptop,2696.22,1,0.05,625.37,July,2024
ORD00139,2024-11-03,Customer_1009,Home Office,West,Gujarat,Furniture,Bookshelf,2579.91,4,0.2,369.31,November,2024
ORD00140,2024-08-18,Customer_9512,Corporate,West,Rajasthan,Technology,Monitor,2788.16,2,0.2,505.06,August,2024
ORD00141,2024-07-03,Customer_4490,Corporate,South,Telangana,Technology,Keyboard,780.24,9,0.0,61.77,July,2024
ORD00142,2023-08-24,Customer_2908,Home Office,East,Odisha,Office Supplies,Stapler,1809.45,1,0.2,393.84,August,2023
ORD00143,2024-06-30,Customer_3560,Home Office,North,Punjab,Technology,Mouse,3681.25,9,0.05,314.04,June,2024
ORD00144,2025-04-19,Customer_7413,Home Office,West,Madhya Pradesh,Office Supplies,Notebook,3731.49,6,0.15,859.95,April,2025
ORD00145,2025-04-30,Customer_8546,Consumer,West,Madhya Pradesh,Furniture,Chair,4017.73,3,0.2,227.41,April,2025
ORD00146,2023-03-30,Customer_7943,Corporate,East,Bihar,Furniture,Table,3205.42,4,0.0,863.22,March,2023
ORD00147,2023-05-23,Customer_3712,Corporate,East,Assam,Office Supplies,Marker,2367.13,6,0.0,560.78,May,2023
ORD00148,2024-09-07,Customer_5018,Corporate,West,Rajasthan,Furniture,Desk,1841.28,7,0.05,323.86,September,2024
ORD00149,2024-07-07,Customer_6567,Home Office,East,Odisha,Technology,Laptop,2759.96,6,0.1,515.91,July,2024
ORD00150,2024-02-24,Customer_3204,Home Office,South,Kerala,Technology,Printer,916.98,1,0.15,188.32,February,2024
ORD00151,2023-10-16,Customer_6373,Corporate,South,Karnataka,Technology,Monitor,843.21,1,0.2,60.81,October,2023
ORD00152,2025-04-21,Customer_7028,Consumer,East,West Bengal,Technology,Keyboard,1102.27,2,0.05,180.22,April,2025
ORD00153,2024-11-26,Customer_4228,Home Office,East,Bihar,Furniture,Chair,642.1,4,0.2,26.89,November,2024
ORD00154,2024-02-15,Customer_1094,Home Office,South,Kerala,Technology,Laptop,2745.32,4,0.15,584.67,February,2024
ORD00155,2023-10-10,Customer_3116,Consumer,East,Bihar,Office Supplies,File,3032.37,4,0.15,603.58,October,2023
ORD00156,2024-01-31,Customer_8783,Corporate,North,Haryana,Furniture,Desk,4151.31,8,0.05,1149.17,January,2024
ORD00157,2025-04-07,Customer_4531,Corporate,East,Bihar,Technology,Keyboard,2578.85,9,0.0,140.62,April,2025
ORD00158,2025-04-19,Customer_1126,Consumer,North,Delhi,Furniture,Desk,600.84,4,0.2,144.58,April,2025
ORD00159,2023-10-23,Customer_4368,Corporate,North,Punjab,Technology,Printer,847.44,9,0.1,181.45,October,2023
ORD00160,2024-02-09,Customer_4417,Corporate,North,Punjab,Technology,Printer,4635.29,7,0.0,362.99,February,2024
ORD00161,2024-07-20,Customer_7514,Corporate,South,Telangana,Furniture,Desk,4210.6,6,0.0,560.16,July,2024
ORD00162,2023-07-21,Customer_4507,Consumer,West,Rajasthan,Office Supplies,Marker,2997.25,5,0.0,707.54,July,2023
ORD00163,2024-06-20,Customer_2625,Corporate,North,Punjab,Office Supplies,Notebook,3960.17,9,0.1,513.01,June,2024
ORD00164,2023-12-13,Customer_4600,Home Office,North,Punjab,Technology,Mouse,4607.29,2,0.05,738.13,December,2023
ORD00165,2024-12-10,Customer_4572,Corporate,North,Punjab,Technology,Monitor,2976.63,3,0.0,519.7,December,2024
ORD00166,2024-10-23,Customer_3713,Corporate,West,Rajasthan,Technology,Mouse,4582.74,1,0.2,711.0,October,2024
ORD00167,2023-03-25,Customer_4432,Corporate,East,Assam,Technology,Mouse,164.16,5,0.0,15.51,March,2023
ORD00168,2023-12-26,Customer_7704,Consumer,South,Telangana,Technology,Printer,828.45,6,0.15,127.39,December,2023
ORD00169,2024-12-23,Customer_3079,Consumer,South,Kerala,Technology,Laptop,1568.02,7,0.1,129.32,December,2024
ORD00170,2023-05-24,Customer_8186,Corporate,South,Kerala,Office Supplies,Marker,2394.34,1,0.2,250.04,May,2023
ORD00171,2023-04-23,Customer_6797,Home Office,West,Maharashtra,Furniture,Sofa,421.97,3,0.05,72.2,April,2023
ORD00172,2023-02-24,Customer_9038,Corporate,West,Rajasthan,Office Supplies,Marker,3850.25,4,0.0,514.36,February,2023
ORD00173,2023-03-28,Customer_1054,Corporate,West,Maharashtra,Office Supplies,Pen,3790.91,3,0.05,539.01,March,2023
ORD00174,2023-11-09,Customer_6954,Consumer,East,Odisha,Technology,Laptop,865.15,2,0.2,96.89,November,2023
ORD00175,2024-08-01,Customer_8218,Consumer,North,Haryana,Office Supplies,Pen,1232.27,8,0.0,308.04,August,2024
ORD00176,2023-03-29,Customer_3538,Home Office,West,Madhya Pradesh,Furniture,Table,3298.46,8,0.05,796.01,March,2023
ORD00177,2025-01-04,Customer_1822,Corporate,West,Madhya Pradesh,Technology,Monitor,4816.98,4,0.2,218.07,January,2025
ORD00178,2023-05-31,Customer_5242,Consumer,West,Rajasthan,Furniture,Chair,4492.05,7,0.05,275.71,May,2023
ORD00179,2023-03-23,Customer_9705,Corporate,East,Assam,Office Supplies,File,701.61,3,0.15,126.8,March,2023
ORD00180,2024-01-21,Customer_5566,Corporate,West,Maharashtra,Furniture,Chair,4562.06,5,0.15,474.3,January,2024
ORD00181,2023-09-13,Customer_8083,Home Office,East,Odisha,Technology,Monitor,267.72,4,0.2,25.78,September,2023
ORD00182,2024-12-14,Customer_3679,Consumer,North,Uttar Pradesh,Furniture,Chair,1175.6,6,0.15,64.69,December,2024
ORD00183,2023-07-28,Customer_3573,Consumer,East,Assam,Office Supplies,File,4928.3,7,0.0,843.7,July,2023
ORD00184,2023-07-20,Customer_6877,Corporate,South,Kerala,Office Supplies,Notebook,3734.27,2,0.2,413.15,July,2023
ORD00185,2023-04-19,Customer_9996,Home Office,West,Madhya Pradesh,Technology,Laptop,3260.77,4,0.05,558.97,April,2023
ORD00186,2023-02-10,Customer_8184,Consumer,South,Karnataka,Furniture,Bookshelf,190.11,2,0.2,40.64,February,2023
ORD00187,2024-09-20,Customer_9041,Corporate,West,Maharashtra,Technology,Laptop,2085.72,6,0.05,458.96,September,2024
ORD00188,2023-09-25,Customer_7136,Home Office,North,Punjab,Furniture,Sofa,786.09,9,0.1,140.99,September,2023
ORD00189,2024-12-02,Customer_3681,Consumer,East,Assam,Furniture,Desk,2521.94,1,0.05,355.83,December,2024
ORD00190,2024-12-05,Customer_3866,Home Office,West,Gujarat,Furniture,Table,2167.98,2,0.15,562.93,December,2024
ORD00191,2025-02-17,Customer_6415,Corporate,South,Tamil Nadu,Furniture,Desk,542.65,3,0.05,30.96,February,2025
ORD00192,2025-01-13,Customer_2333,Home Office,East,West Bengal,Furniture,Sofa,2242.25,4,0.0,516.58,January,2025
ORD00193,2025-01-31,Customer_8715,Corporate,West,Gujarat,Furniture,Bookshelf,2432.65,8,0.2,318.53,January,2025
ORD00194,2025-04-28,Customer_8101,Corporate,East,Odisha,Office Supplies,Marker,2745.23,3,0.1,659.91,April,2025
ORD00195,2024-05-15,Customer_3120,Home Office,West,Rajasthan,Technology,Mouse,4780.66,2,0.0,1160.4,May,2024
ORD00196,2024-09-07,Customer_7185,Corporate,West,Gujarat,Furniture,Chair,468.18,1,0.0,81.4,September,2024
ORD00197,2023-04-18,Customer_9363,Corporate,West,Madhya Pradesh,Furniture,Table,2352.44,3,0.1,116.31,April,2023
ORD00198,2024-09-04,Customer_5090,Corporate,North,Punjab,Office Supplies,Marker,4841.73,6,0.05,318.46,September,2024
ORD00199,2024-05-11,Customer_8982,Corporate,North,Uttar Pradesh,Technology,Printer,4814.28,1,0.05,1023.71,May,2024
ORD00200,2024-10-22,Customer_2750,Consumer,North,Punjab,Furniture,Table,524.86,8,0.1,111.82,October,2024
ORD00201,2023-09-25,Customer_4993,Home Office,West,Rajasthan,Furniture,Bookshelf,3648.11,6,0.0,1006.3,September,2023
ORD00202,2023-03-27,Customer_1390,Corporate,West,Maharashtra,Furniture,Bookshelf,352.82,7,0.0,33.57,March,2023
ORD00203,2025-04-19,Customer_2521,Home Office,East,Assam,Office Supplies,Pen,266.34,5,0.0,26.14,April,2025
ORD00204,2024-02-06,Customer_2466,Consumer,North,Punjab,Office Supplies,Stapler,2166.64,2,0.15,500.79,February,2024
ORD00205,2025-03-23,Customer_1130,Corporate,North,Uttar Pradesh,Technology,Laptop,4161.69,1,0.1,708.19,March,2025
ORD00206,2023-12-30,Customer_9230,Corporate,South,Kerala,Technology,Laptop,3511.82,8,0.05,776.79,December,2023
ORD00207,2024-02-01,Customer_9684,Corporate,North,Haryana,Furniture,Sofa,1644.92,1,0.15,358.07,February,2024
ORD00208,2024-02-18,Customer_5346,Home Office,South,Karnataka,Office Supplies,File,3117.73,2,0.1,771.72,February,2024
ORD00209,2025-03-24,Customer_3032,Home Office,South,Karnataka,Technology,Laptop,4386.04,2,0.1,208.37,March,2025
ORD00210,2024-03-15,Customer_2771,Consumer,West,Gujarat,Furniture,Bookshelf,2069.46,5,0.15,366.04,March,2024
ORD00211,2024-11-19,Customer_3050,Corporate,South,Telangana,Office Supplies,Stapler,4922.01,9,0.15,1006.04,November,2024
ORD00212,2023-10-20,Customer_8832,Home Office,East,West Bengal,Furniture,Sofa,2389.82,8,0.05,272.62,October,2023
ORD00213,2025-06-07,Customer_8511,Home Office,South,Tamil Nadu,Furniture,Sofa,1458.6,5,0.0,112.85,June,2025
ORD00214,2024-01-15,Customer_5805,Corporate,East,Assam,Office Supplies,Stapler,709.74,5,0.2,53.05,January,2024
ORD00215,2023-08-14,Customer_8878,Consumer,East,Bihar,Furniture,Desk,4913.42,8,0.1,1257.5,August,2023
ORD00216,2023-11-06,Customer_4564,Home Office,South,Telangana,Office Supplies,Stapler,4956.73,8,0.15,1137.35,November,2023
ORD00217,2025-01-22,Customer_7402,Corporate,East,Odisha,Technology,Monitor,689.66,2,0.0,72.5,January,2025
ORD00218,2024-12-27,Customer_3736,Corporate,North,Delhi,Office Supplies,File,4148.41,5,0.2,694.63,December,2024
ORD00219,2025-06-09,Customer_8657,Home Office,South,Kerala,Technology,Mouse,2639.48,4,0.05,452.03,June,2025
ORD00220,2023-06-09,Customer_8906,Home Office,East,Bihar,Office Supplies,Pen,2624.71,2,0.0,232.22,June,2023
ORD00221,2023-11-25,Customer_5675,Home Office,North,Haryana,Furniture,Chair,1199.76,8,0.2,173.06,November,2023
